"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"10280","NEW YORK, NY",,"H",1200,"H",12028,"H",52044,168,"NEW YORK","NY","NEW YORK"
"10282","NEW YORK, NY",,"G",2461,"G",46784,"G",162829,160,"NEW YORK","NY","NEW YORK"
"10301","STATEN ISLAND, NY",,"G",7567,"G",56795,"G",241178,675,"STATEN ISLAND","NY","RICHMOND"
"10302","STATEN ISLAND, NY",,"H",4845,"H",47397,"H",196798,415,"STATEN ISLAND","NY","RICHMOND"
"10303","STATEN ISLAND, NY",,"G",5470,"G",62526,"G",242703,389,"STATEN ISLAND","NY","RICHMOND"
"10304","STATEN ISLAND, NY",,"G",5237,"G",44601,"G",188040,639,"STATEN ISLAND","NY","RICHMOND"
"10305","STATEN ISLAND, NY",,"H",13358,"H",166865,"H",663763,845,"STATEN ISLAND","NY","RICHMOND"
"10306","STATEN ISLAND, NY",,"G",10660,"G",69131,"G",292266,1106,"STATEN ISLAND","NY","RICHMOND"
"10307","STATEN ISLAND, NY",,"G",1574,"G",11030,"G",50613,270,"STATEN ISLAND","NY","RICHMOND"
"10308","STATEN ISLAND, NY",,"G",2200,"G",13128,"G",56903,417,"STATEN ISLAND","NY","RICHMOND"
"10309","STATEN ISLAND, NY",,"G",8703,"G",75291,"G",317666,746,"STATEN ISLAND","NY","RICHMOND"
"10310","STATEN ISLAND, NY",,"G",6833,"G",72586,"G",298136,495,"STATEN ISLAND","NY","RICHMOND"
"10311","STATEN ISLAND, NY",,"G",227,"G",3632,"G",14004,19,"STATEN ISLAND","NY","RICHMOND"
"10312","STATEN ISLAND, NY",,"G",5214,"G",35112,"G",152363,864,"STATEN ISLAND","NY","RICHMOND"
"10314","STATEN ISLAND, NY",,"G",20536,"G",163853,"G",701722,1818,"STATEN ISLAND","NY","RICHMOND"
"10451","BRONX, NY",,"G",16048,"G",209826,"G",945296,830,"BRONX","NY","BRONX"
"10452","BRONX, NY",,"G",4978,"G",34937,"G",162531,719,"BRONX","NY","BRONX"
"10453","BRONX, NY",,"H",4806,"H",35835,"H",150223,673,"BRONX","NY","BRONX"
"10454","BRONX, NY",,"G",7848,"H",77525,"G",316478,605,"BRONX","NY","BRONX"
"10455","BRONX, NY",,"G",9613,"G",64691,"G",267245,690,"BRONX","NY","BRONX"
"10456","BRONX, NY",,"H",7578,"H",73697,"H",305092,612,"BRONX","NY","BRONX"
"10457","BRONX, NY",,"H",11498,"H",133939,"H",564780,774,"BRONX","NY","BRONX"
"10458","BRONX, NY",,"G",15922,"G",105056,"G",448841,1033,"BRONX","NY","BRONX"
"10459","BRONX, NY",,"G",4275,"G",32393,"G",132565,567,"BRONX","NY","BRONX"
"10460","BRONX, NY",,"G",5593,"G",50594,"G",206410,536,"BRONX","NY","BRONX"
"10461","BRONX, NY",,"G",18840,"G",218570,"G",897472,1230,"BRONX","NY","BRONX"
"10462","BRONX, NY",,"G",13827,"H",129953,"H",534122,1034,"BRONX","NY","BRONX"
"10463","BRONX, NY",,"G",10261,"G",79212,"G",334489,1059,"BRONX","NY","BRONX"
"10464","BRONX, NY",,"G",1253,"G",7424,"G",35900,141,"BRONX","NY","BRONX"
"10465","BRONX, NY",,"G",8639,"G",115570,"G",456505,504,"BRONX","NY","BRONX"
"10466","BRONX, NY",,"G",6289,"G",51919,"G",212459,599,"BRONX","NY","BRONX"
"10467","BRONX, NY",,"G",26642,"G",509821,"G",2030157,1058,"BRONX","NY","BRONX"
"10468","BRONX, NY",,"H",8026,"H",62530,"H",263546,822,"BRONX","NY","BRONX"
"10469","BRONX, NY",,"G",7817,"G",65283,"G",268267,652,"BRONX","NY","BRONX"
"10470","BRONX, NY",,"G",2399,"G",21767,"G",94796,291,"BRONX","NY","BRONX"
"10471","BRONX, NY",,"H",8098,"G",75544,"G",300530,424,"BRONX","NY","BRONX"
"10472","BRONX, NY",,"G",3461,"G",25049,"G",103718,543,"BRONX","NY","BRONX"
"10473","BRONX, NY",,"G",5457,"G",49186,"G",208033,359,"BRONX","NY","BRONX"
"10474","BRONX, NY",,"G",13380,"G",171207,"G",735632,644,"BRONX","NY","BRONX"
"10475","BRONX, NY",,"H",9767,"G",80463,"G",334343,365,"BRONX","NY","BRONX"
"11001","FLORAL PARK, NY",,"G",5225,"G",44442,"G",190060,714,"FLORAL PARK","NY","NASSAU"
"11003","ELMONT, NY",,"G",6533,"H",56662,"H",261097,635,"ELMONT","NY","NASSAU"
"11004","GLEN OAKS, NY",,"H",2811,"H",29882,"H",122536,241,"GLEN OAKS","NY","QUEENS"
"11005","FLORAL PARK, NY",,"G",302,"G",3074,"G",15602,31,"FLORAL PARK","NY","QUEENS"
"11040","NEW HYDE PARK, NY",,"H",22978,"H",325713,"H",1384992,1510,"NEW HYDE PARK","NY","NASSAU"
"11101","LONG ISLAND CITY, NY",,"G",62030,"H",1083348,"G",3923484,2866,"LONG ISLAND CITY","NY","QUEENS"
"11102","ASTORIA, NY",,"H",8548,"G",77000,"G",289429,691,"ASTORIA","NY","QUEENS"
"11103","ASTORIA, NY",,"G",6716,"G",55255,"G",250630,1136,"ASTORIA","NY","QUEENS"
"11104","SUNNYSIDE, NY",,"H",5816,"H",61558,"H",215107,569,"SUNNYSIDE","NY","QUEENS"
"11105","ASTORIA, NY",,"G",9129,"G",127337,"G",539065,958,"ASTORIA","NY","QUEENS"
"11106","ASTORIA, NY",,"G",9890,"G",85985,"G",376731,1066,"ASTORIA","NY","QUEENS"
"11109","LONG ISLAND CITY, NY",,"G",259,"H",1684,"H",8388,45,"LONG ISLAND CITY","NY","QUEENS"
"11201","BROOKLYN, NY",,"G",53417,"G",698343,"G",2703614,2847,"BROOKLYN","NY","KINGS"
"11203","BROOKLYN, NY",,"G",20120,"G",248748,"G",1018576,846,"BROOKLYN","NY","KINGS"
"11204","BROOKLYN, NY",,"G",11388,"G",74681,"G",324082,2024,"BROOKLYN","NY","KINGS"
"11205","BROOKLYN, NY",,"G",13676,"G",107923,"G",449972,1095,"BROOKLYN","NY","KINGS"
"11206","BROOKLYN, NY",,"G",16908,"G",134773,"G",539679,1150,"BROOKLYN","NY","KINGS"
"11207","BROOKLYN, NY",,"G",12132,"G",99949,"G",406797,978,"BROOKLYN","NY","KINGS"
"11208","BROOKLYN, NY",,"G",9691,"G",84764,"G",335016,828,"BROOKLYN","NY","KINGS"
"11209","BROOKLYN, NY",,"G",15291,"G",144029,"G",608745,1955,"BROOKLYN","NY","KINGS"
"11210","BROOKLYN, NY",,"G",9834,"G",66181,"G",292751,1006,"BROOKLYN","NY","KINGS"
"11211","BROOKLYN, NY",,"G",28895,"G",197010,"G",847261,2710,"BROOKLYN","NY","KINGS"
"11212","BROOKLYN, NY",,"G",9647,"H",97423,"H",396670,721,"BROOKLYN","NY","KINGS"
"11213","BROOKLYN, NY",,"H",6048,"H",54138,"H",225955,726,"BROOKLYN","NY","KINGS"
"11214","BROOKLYN, NY",,"G",12615,"G",88357,"G",377269,1789,"BROOKLYN","NY","KINGS"
"11215","BROOKLYN, NY",,"H",21459,"H",197646,"H",837133,2068,"BROOKLYN","NY","KINGS"
"11216","BROOKLYN, NY",,"G",4385,"G",30252,"G",122039,675,"BROOKLYN","NY","KINGS"
"11217","BROOKLYN, NY",,"G",15088,"G",136252,"G",589896,1243,"BROOKLYN","NY","KINGS"
"11218","BROOKLYN, NY",,"G",12029,"G",86442,"G",358081,1605,"BROOKLYN","NY","KINGS"
"11219","BROOKLYN, NY",,"G",31569,"H",291940,"H",1222037,2696,"BROOKLYN","NY","KINGS"
"11220","BROOKLYN, NY",,"G",21267,"G",227491,"G",939853,2393,"BROOKLYN","NY","KINGS"
"11221","BROOKLYN, NY",,"G",4637,"G",29251,"G",128631,572,"BROOKLYN","NY","KINGS"
"11222","BROOKLYN, NY",,"G",14819,"G",155109,"G",693902,1506,"BROOKLYN","NY","KINGS"
"11223","BROOKLYN, NY",,"G",14994,"G",102648,"G",438827,2042,"BROOKLYN","NY","KINGS"
"11224","BROOKLYN, NY",,"G",6020,"G",52909,"G",214661,685,"BROOKLYN","NY","KINGS"
"11225","BROOKLYN, NY",,"G",3704,"G",25861,"G",110264,623,"BROOKLYN","NY","KINGS"
"11226","BROOKLYN, NY",,"G",8964,"G",61901,"G",255714,1229,"BROOKLYN","NY","KINGS"
"11228","BROOKLYN, NY",,"G",4567,"G",35391,"G",159897,847,"BROOKLYN","NY","KINGS"
"11229","BROOKLYN, NY",,"G",13789,"G",108952,"G",457607,1975,"BROOKLYN","NY","KINGS"
"11230","BROOKLYN, NY",,"G",21815,"G",138617,"G",571833,1999,"BROOKLYN","NY","KINGS"
"11231","BROOKLYN, NY",,"G",9799,"G",92226,"G",402566,1093,"BROOKLYN","NY","KINGS"
"11232","BROOKLYN, NY",,"G",14843,"G",140262,"G",596437,1263,"BROOKLYN","NY","KINGS"
"11233","BROOKLYN, NY",,"G",4142,"G",29837,"G",124722,429,"BROOKLYN","NY","KINGS"
"11234","BROOKLYN, NY",,"G",21517,"G",161766,"G",671012,1793,"BROOKLYN","NY","KINGS"
"11235","BROOKLYN, NY",,"G",17334,"G",150189,"G",612464,2478,"BROOKLYN","NY","KINGS"
"11236","BROOKLYN, NY",,"G",11342,"G",100884,"G",410618,997,"BROOKLYN","NY","KINGS"
"11237","BROOKLYN, NY",,"G",10357,"G",94805,"G",413133,942,"BROOKLYN","NY","KINGS"
"11238","BROOKLYN, NY",,"G",7535,"G",61387,"G",259363,938,"BROOKLYN","NY","KINGS"
"11239","BROOKLYN, NY",,"G",3149,"G",23291,"G",92874,74,"BROOKLYN","NY","KINGS"
"11351","FLUSHING, NY","B","D",0,"D",0,"D",0,1,"FLUSHING","NY","QUEENS"
"11354","FLUSHING, NY",,"G",24643,"G",237421,"G",988640,3068,"FLUSHING","NY","QUEENS"
"11355","FLUSHING, NY",,"G",16652,"H",212286,"H",785361,1966,"FLUSHING","NY","QUEENS"
"11356","COLLEGE POINT, NY",,"G",8660,"G",107939,"G",432351,743,"COLLEGE POINT","NY","QUEENS"
"11357","WHITESTONE, NY",,"G",6672,"G",60770,"G",270573,917,"WHITESTONE","NY","QUEENS"
"11358","FLUSHING, NY",,"G",5163,"G",41079,"G",177024,1217,"FLUSHING","NY","QUEENS"
"11359","BAYSIDE, NY",,"H",195,"H",1713,"H",6718,10,"BAYSIDE","NY","QUEENS"
"11360","BAYSIDE, NY",,"G",3342,"H",23544,"G",107193,355,"BAYSIDE","NY","QUEENS"
"11361","BAYSIDE, NY",,"G",11871,"G",83095,"G",346551,1016,"BAYSIDE","NY","QUEENS"
"11362","LITTLE NECK, NY",,"G",3623,"G",24265,"G",103471,477,"LITTLE NECK","NY","QUEENS"
"11363","LITTLE NECK, NY",,"G",784,"G",7045,"G",32333,178,"LITTLE NECK","NY","QUEENS"
"11364","OAKLAND GARDENS, NY",,"G",2708,"G",17465,"G",77264,578,"OAKLAND GARDENS","NY","QUEENS"
"11365","FRESH MEADOWS, NY",,"G",7035,"G",72278,"G",304996,679,"FRESH MEADOWS","NY","QUEENS"
"11366","FRESH MEADOWS, NY",,"G",2630,"G",19434,"G",82354,453,"FRESH MEADOWS","NY","QUEENS"
"11367","FLUSHING, NY",,"G",4814,"G",29703,"G",129752,622,"FLUSHING","NY","QUEENS"
"11368","CORONA, NY",,"G",9547,"G",94437,"G",512243,1322,"CORONA","NY","QUEENS"
"11369","EAST ELMHURST, NY",,"G",4240,"G",42945,"G",178016,304,"EAST ELMHURST","NY","QUEENS"
"11370","EAST ELMHURST, NY",,"G",4723,"G",78408,"G",281407,298,"EAST ELMHURST","NY","QUEENS"
"11371","FLUSHING, NY",,"G",9007,"G",130559,"G",499874,92,"FLUSHING","NY","QUEENS"
"11372","JACKSON HEIGHTS, NY",,"G",8635,"G",61144,"G",268160,1724,"JACKSON HEIGHTS","NY","QUEENS"
"11373","ELMHURST, NY",,"G",16937,"G",147807,"G",611814,1554,"ELMHURST","NY","QUEENS"
"11374","REGO PARK, NY",,"G",12111,"G",84524,"G",386394,1081,"REGO PARK","NY","QUEENS"
"11375","FOREST HILLS, NY",,"G",22205,"G",211577,"G",803634,2078,"FOREST HILLS","NY","QUEENS"
"11377","WOODSIDE, NY",,"G",15672,"G",155393,"G",627777,1595,"WOODSIDE","NY","QUEENS"
"11378","MASPETH, NY",,"G",16553,"G",181497,"G",787583,1164,"MASPETH","NY","QUEENS"
"11379","MIDDLE VILLAGE, NY",,"G",4412,"G",35192,"G",151373,597,"MIDDLE VILLAGE","NY","QUEENS"
"11385","RIDGEWOOD, NY",,"G",14300,"G",133933,"G",568852,1829,"RIDGEWOOD","NY","QUEENS"
"11411","CAMBRIA HEIGHTS, NY",,"G",1287,"G",9612,"G",37730,135,"CAMBRIA HEIGHTS","NY","QUEENS"
"11412","SAINT ALBANS, NY",,"G",1560,"G",9910,"G",41697,243,"SAINT ALBANS","NY","QUEENS"
"11413","SPRINGFIELD GARDENS, NY",,"G",5043,"G",47329,"G",193675,461,"SPRINGFIELD GARDENS","NY","QUEENS"
"11414","HOWARD BEACH, NY",,"G",3198,"G",20040,"G",88793,434,"HOWARD BEACH","NY","QUEENS"
"11415","KEW GARDENS, NY",,"G",4105,"H",30493,"H",130915,425,"KEW GARDENS","NY","QUEENS"
"11416","OZONE PARK, NY",,"H",6595,"H",77324,"H",359625,404,"OZONE PARK","NY","QUEENS"
"11417","OZONE PARK, NY",,"G",4452,"G",26651,"G",99429,393,"OZONE PARK","NY","QUEENS"
"11418","RICHMOND HILL, NY",,"G",12973,"G",140058,"G",577857,733,"RICHMOND HILL","NY","QUEENS"
"11419","SOUTH RICHMOND HILL, NY",,"G",3349,"G",21069,"G",89867,703,"SOUTH RICHMOND HILL","NY","QUEENS"
"11420","SOUTH OZONE PARK, NY",,"H",4428,"H",28220,"H",121257,426,"SOUTH OZONE PARK","NY","QUEENS"
"11421","WOODHAVEN, NY",,"G",2105,"G",13065,"G",57808,504,"WOODHAVEN","NY","QUEENS"
"11422","ROSEDALE, NY",,"G",2405,"G",19321,"G",83691,294,"ROSEDALE","NY","QUEENS"
"11423","HOLLIS, NY",,"G",2964,"G",24967,"G",105244,352,"HOLLIS","NY","QUEENS"
"11424","JAMAICA, NY","B","S",0,"G",272,"G",1099,4,"JAMAICA","NY","QUEENS"
"11425","JAMAICA, NY",,"G",4,"G",36,"G",136,3,"JAMAICA","NY","QUEENS"
"11426","BELLEROSE, NY",,"H",1784,"H",14300,"H",60520,266,"BELLEROSE","NY","QUEENS"
"11427","QUEENS VILLAGE, NY",,"G",2541,"G",24552,"G",109680,245,"QUEENS VILLAGE","NY","QUEENS"
"11428","QUEENS VILLAGE, NY",,"G",2155,"G",14110,"G",63214,305,"QUEENS VILLAGE","NY","QUEENS"
"11429","QUEENS VILLAGE, NY",,"G",2355,"G",20593,"G",88456,225,"QUEENS VILLAGE","NY","QUEENS"
"11430","JAMAICA, NY",,"G",33101,"G",378393,"G",1487092,314,"JAMAICA","NY","QUEENS"
"11432","JAMAICA, NY",,"G",14826,"G",134703,"G",544359,1269,"JAMAICA","NY","QUEENS"
"11433","JAMAICA, NY",,"G",3881,"G",44058,"G",183199,307,"JAMAICA","NY","QUEENS"
"11434","JAMAICA, NY",,"G",11150,"G",110388,"G",461016,962,"JAMAICA","NY","QUEENS"
"11435","JAMAICA, NY",,"G",6692,"G",60329,"G",257002,847,"JAMAICA","NY","QUEENS"
"11436","JAMAICA, NY",,"G",926,"G",7114,"G",27226,95,"JAMAICA","NY","QUEENS"
"11451","JAMAICA, NY",,"G",32,"G",355,"G",1351,3,"JAMAICA","NY","QUEENS"
"11581","VALLEY STREAM, NY",,"G",8403,"G",57994,"G",252928,691,"VALLEY STREAM","NY","NASSAU"
"11691","FAR ROCKAWAY, NY",,"G",9337,"G",88352,"G",332139,488,"FAR ROCKAWAY","NY","QUEENS"
"11692","ARVERNE, NY",,"G",1335,"G",12941,"G",50989,95,"ARVERNE","NY","QUEENS"
"11693","FAR ROCKAWAY, NY",,"G",1175,"G",9173,"G",35819,129,"FAR ROCKAWAY","NY","QUEENS"
"11694","ROCKAWAY PARK, NY",,"G",2373,"G",19662,"G",77181,326,"ROCKAWAY PARK","NY","QUEENS"
"11697","BREEZY POINT, NY","E","D",0,"D",0,"D",0,49,"BREEZY POINT","NY","QUEENS"
