ParkID,SiteName,Date,OverallCondition,OverallCleanliness,Glass,Graffiti,Litter,Weeds,Ice,Lawns,Trees,WaterBodies,HorticulturalAreas,AthleticFields,Trails,Benches,Fences,PavedSurfaces,PlayEquipment,SafetySurface,Sidewalks
Q413,Rochdale Park,3/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q413-02,Rochdale Park (jhs 72),9/26/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
Q414,Rocket Park,12/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q415,Louis Armstrong Playground,8/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
Q416,Park,2/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,,,,Not Rated,,Not Rated,Not Rated,Not Rated,Not Rated,,Acceptable
Q419,Hart Playground,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
Q421,Walter Ward Playground,12/2/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q422,Seaside Playground,11/14/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
Q423,Reiff Playground,3/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Unacceptable
Q424,Judge Angelo Graci Triangle,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q425,Yellowstone Park,2/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q426,North Rochdale Playground,9/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,,,Acceptable
Q427,South Rochdale Playground,12/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q428,Horace Harding Playground,3/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q429,Spirit Playground,10/28/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q430,Sunrise Playground,1/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q434,Long Island Mews,2/21/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Unacceptable,,,,,Acceptable,Acceptable,Not Rated,Acceptable,Not Rated,Acceptable
Q435,Vernon Mall,8/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q436,Athens Square,2/19/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Unacceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
Q437,Murray Hill Playground,8/13/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q439,Private William Gray Park,2/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Not Rated,Acceptable
Q440,Hilton Holiday Gardens,8/28/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,Unacceptable,Unacceptable,,,,,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Acceptable,Acceptable
Q443,Almeda Playground,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q444,Sean's Place,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q445,Frank Golden Park,12/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
Q445-01,136 St Playground,11/20/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable,Acceptable,,Unacceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable
Q447,Brinkerhoff Mall,8/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
Q448-99,Playground,12/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Unacceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q448-ZN01A,ROY WILKINS REC CENTER - ZONE 1A,2/21/2014,Unacceptable,Unacceptable,Unacceptable,Unacceptable,Unacceptable,,Unacceptable,Not Rated,Acceptable,,,,,Acceptable,Unacceptable,Not Rated,Acceptable,,Acceptable
Q448-ZN02A,ROY WILKINS REC CENTER - ZONE 2A,1/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
Q448-ZN03,ROY WILKINS REC CENTER - ZONE 3,3/10/2014,Acceptable,Acceptable,Acceptable,Unacceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
Q450,Corona Golf Playground,10/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
Q451,Underbridge Dog Run,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
Q452,Udall's Park Preserve,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,Unacceptable,Acceptable,,,Acceptable
Q453-01,Creadmoor Soccer Fields,4/9/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
Q456,Gene Gray Playground,10/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q457,College Point Park,3/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q460,Broad Channel Park,10/9/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q461-ZN01,Powell's Cove West,2/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Not Rated,Acceptable,,,Acceptable
Q461-ZN02,Powell's Cove East,9/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
Q462,Manuel De Dios Unanue Triangle,2/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Not Rated,Acceptable
Q463,Cornell Burial Ground,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
Q465,Socrates Sculpture Park,1/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
Q467,Broad Channel American Park,8/5/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Unacceptable
Q468_temp,Louis Armstrong Community Center,3/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q473,Corona Mac Park,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q474,Simeone Park,3/10/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Unacceptable,Acceptable,Unacceptable,,,Acceptable,,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q476,College Point Fields,10/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q477,Two Coves Community Garden,3/3/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,Acceptable
Q483,Corona Health Sanctuary,9/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,Acceptable
Q491,Carlos R. Lillo Park,4/7/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable
Q492,Elmhurst Park,10/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
Q494,Flight 587 Memorial Park,12/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
QR-01,Al Oerter Recreation Center,4/7/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
QR-02,Lost Battalion Hall Recreation Center,10/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable
QR-03,Roy Wilkins Recreation Center,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Not Rated,Not Rated,Acceptable,Not Rated,,Acceptable
QR-04,Sorrentino Recreation Center,8/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QR-05,A.R.R.O.W. Field House,2/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,,Acceptable
QT01,157-41 Cross Bay Boulevard,8/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QT02,Costco Esplanade,2/19/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Unacceptable,,,Not Rated,,Not Rated,Unacceptable,Not Rated,Not Rated,Not Rated,Acceptable
QZ01,Greenstreet,8/13/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Acceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ04,Greenstreet,11/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
QZ05,Greenstreet,1/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QZ06,Greenstreet,12/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
QZ07,COPERNICUS TRIANGLE,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable
QZ10,IAN MACLENNAN GARDEN,10/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QZ100,Greenstreet,1/9/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QZ101,Greenstreet,8/9/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QZ102,Greenstreet,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
QZ103,Greenstreet,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
QZ104,Greenstreet,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
QZ109,Greenstreet,9/16/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
QZ11,Metzger Sitting Area,2/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Not Rated,,,,,Not Rated,,Not Rated,,,Acceptable
QZ110,Greenstreet,8/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
QZ112,GREENSTREET,2/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
QZ113,Greenstreet,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ114,Greenstreet,3/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Not Rated,Acceptable,Not Rated,Acceptable
QZ116,Greenstreet,8/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Acceptable
QZ117,Greenstreet,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ118,WOODSIDE MEMORIAL PLAZA,9/30/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Not Rated,Acceptable,,,,,Unacceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ12,FEDEROFF TRIANGLE,4/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Unacceptable,Acceptable
QZ120,Greenstreet,10/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ121,Greenstreet,3/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
QZ122,Greenstreet,9/27/2013,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
QZ124,Greenstreet,2/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
QZ127,GREENSTREET,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ128,Greenstreet,1/27/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ129,Greenstreet,9/16/2013,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ13,Greenstreet,4/22/2014,Acceptable,Acceptable,Acceptable,Unacceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ130,GREENSTREET,10/28/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ131,Greenstreet,11/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ133,Greenstreet,11/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Not Rated,,,Acceptable
QZ134,Greenstreet,3/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
QZ136,Greenstreet,9/11/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,Unacceptable,,Acceptable,Unacceptable,Acceptable,,,Acceptable
QZ139,Greenstreet,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ14,Greenstreet,9/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ140,Greenstreet,4/9/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Unacceptable
QZ141,Greenstreet,10/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable
QZ142,Greenstreet,2/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,,,Not Rated
QZ145,GREENSTREET,8/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
QZ146,Greenstreet,12/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
QZ147,Greenstreet,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ148,Greenstreet,10/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ149,Greenstreet,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ15,Greenstreet,11/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
QZ150,Greenstreet,4/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QZ151,Greenstreet,10/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
QZ152,Greenstreet,1/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ153,Greenstreet,7/17/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ154,Greenstreet,12/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
QZ155,Greenstreet,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
